label,lm-0-x,lm-0-y,lm-1-x,lm-1-y,lm-2-x,lm-2-y,lm-3-x,lm-3-y,lm-4-x,lm-4-y,lm-5-x,lm-5-y,lm-6-x,lm-6-y,lm-7-x,lm-7-y,lm-8-x,lm-8-y,lm-9-x,lm-9-y,lm-10-x,lm-10-y,lm-11-x,lm-11-y,lm-12-x,lm-12-y,lm-13-x,lm-13-y,lm-14-x,lm-14-y,lm-15-x,lm-15-y,lm-16-x,lm-16-y,lm-17-x,lm-17-y,lm-18-x,lm-18-y,lm-19-x,lm-19-y,lm-20-x,lm-20-y
1,0.0,0.0,-0.26618705035971224,-0.1366906474820144,-0.41007194244604317,-0.35251798561151076,-0.381294964028777,-0.5611510791366906,-0.2805755395683453,-0.6762589928057554,-0.5179856115107914,-0.45323741007194246,-0.4460431654676259,-0.7410071942446043,-0.381294964028777,-0.8848920863309353,-0.3381294964028777,-0.9784172661870504,-0.3597122302158273,-0.5107913669064749,-0.31654676258992803,-0.8201438848920863,-0.28776978417266186,-0.9280575539568345,-0.2733812949640288,-1.0,-0.16546762589928057,-0.5323741007194245,-0.014388489208633094,-0.7697841726618705,0.02877697841726619,-0.6762589928057554,0.014388489208633094,-0.5827338129496403,0.04316546762589928,-0.5179856115107914,0.15827338129496402,-0.6834532374100719,0.17266187050359713,-0.5827338129496403,0.14388489208633093,-0.4892086330935252
1,0.0,0.0,-0.17727272727272728,-0.15,-0.25,-0.3090909090909091,-0.21363636363636362,-0.43636363636363634,-0.1318181818181818,-0.5,-0.3409090909090909,-0.38636363636363635,-0.2545454545454545,-0.6136363636363636,-0.16818181818181818,-0.6545454545454545,-0.12272727272727273,-0.6636363636363637,-0.2318181818181818,-0.42727272727272725,-0.21818181818181817,-0.7045454545454546,-0.2,-0.8681818181818182,-0.20909090909090908,-1.0,-0.1,-0.4318181818181818,0.004545454545454545,-0.5954545454545455,0.03636363636363636,-0.509090909090909,0.01818181818181818,-0.4409090909090909,0.04090909090909091,-0.41363636363636364,0.09545454545454546,-0.5136363636363637,0.11818181818181818,-0.4409090909090909,0.10454545454545454,-0.38181818181818183
1,0.0,0.0,-0.16972477064220184,-0.1651376146788991,-0.22477064220183487,-0.3302752293577982,-0.18807339449541285,-0.45871559633027525,-0.11926605504587157,-0.5275229357798165,-0.26146788990825687,-0.42660550458715596,-0.17889908256880735,-0.6559633027522935,-0.12385321100917432,-0.7660550458715596,-0.09174311926605505,-0.8440366972477065,-0.11926605504587157,-0.43119266055045874,-0.10091743119266056,-0.7064220183486238,-0.08256880733944955,-0.8715596330275229,-0.06880733944954129,-1.0,0.022935779816513763,-0.41284403669724773,0.05504587155963303,-0.5642201834862385,0.05045871559633028,-0.4908256880733945,0.03211009174311927,-0.41284403669724773,0.1559633027522936,-0.37155963302752293,0.13302752293577982,-0.48623853211009177,0.11926605504587157,-0.42201834862385323,0.11467889908256881,-0.3577981651376147
1,0.0,0.0,-0.16826923076923078,-0.18269230769230768,-0.21634615384615385,-0.3701923076923077,-0.125,-0.49038461538461536,-0.019230769230769232,-0.5432692307692307,-0.25961538461538464,-0.4519230769230769,-0.15865384615384615,-0.6923076923076923,-0.10096153846153846,-0.8221153846153846,-0.0625,-0.9230769230769231,-0.11538461538461539,-0.4519230769230769,-0.0625,-0.7115384615384616,-0.03365384615384615,-0.875,-0.014423076923076924,-1.0,0.03365384615384615,-0.4230769230769231,0.09134615384615384,-0.5673076923076923,0.08173076923076923,-0.49038461538461536,0.057692307692307696,-0.41346153846153844,0.16826923076923078,-0.375,0.16346153846153846,-0.47115384615384615,0.14903846153846154,-0.40384615384615385,0.1346153846153846,-0.34615384615384615
1,0.0,0.0,-0.15137614678899083,-0.18807339449541285,-0.16972477064220184,-0.38073394495412843,-0.08256880733944955,-0.5091743119266054,0.013761467889908258,-0.5596330275229358,-0.19724770642201836,-0.45871559633027525,-0.10091743119266056,-0.6651376146788991,-0.022935779816513763,-0.7247706422018348,0.01834862385321101,-0.7522935779816514,-0.04128440366972477,-0.44495412844036697,-0.03211009174311927,-0.7064220183486238,-0.009174311926605505,-0.8715596330275229,0.0,-1.0,0.10091743119266056,-0.4036697247706422,0.12844036697247707,-0.5688073394495413,0.11926605504587157,-0.5045871559633027,0.0871559633027523,-0.43119266055045874,0.22477064220183487,-0.3394495412844037,0.20642201834862386,-0.44495412844036697,0.1834862385321101,-0.39908256880733944,0.1651376146788991,-0.3440366972477064
1,0.0,0.0,-0.1461187214611872,-0.182648401826484,-0.1735159817351598,-0.3698630136986301,-0.1004566210045662,-0.4977168949771689,-0.0045662100456621,-0.547945205479452,-0.1917808219178082,-0.45662100456621,-0.1095890410958904,-0.680365296803653,-0.0365296803652968,-0.7168949771689498,-0.0091324200913242,-0.7351598173515982,-0.045662100456621,-0.4383561643835616,-0.0410958904109589,-0.7123287671232876,-0.0182648401826484,-0.8767123287671232,-0.0091324200913242,-1.0,0.0958904109589041,-0.4018264840182648,0.1187214611872146,-0.5616438356164384,0.1141552511415525,-0.502283105022831,0.0821917808219178,-0.4292237442922374,0.2146118721461187,-0.3424657534246575,0.1963470319634703,-0.4611872146118721,0.1780821917808219,-0.410958904109589,0.1643835616438356,-0.3515981735159817
1,0.0,0.0,-0.14349775784753363,-0.20179372197309417,-0.16143497757847533,-0.37668161434977576,-0.09417040358744394,-0.4977578475336323,-0.008968609865470852,-0.547085201793722,-0.17937219730941703,-0.4663677130044843,-0.09417040358744394,-0.6681614349775785,-0.03587443946188341,-0.6233183856502242,-0.017937219730941704,-0.5605381165919282,-0.026905829596412557,-0.4484304932735426,-0.013452914798206279,-0.7219730941704036,0.008968609865470852,-0.8834080717488789,0.02242152466367713,-1.0,0.10762331838565023,-0.4080717488789238,0.13004484304932734,-0.5650224215246636,0.11659192825112108,-0.5067264573991032,0.08968609865470852,-0.43946188340807174,0.22869955156950672,-0.34977578475336324,0.20179372197309417,-0.4618834080717489,0.17937219730941703,-0.4125560538116592,0.16591928251121077,-0.35874439461883406
1,0.0,0.0,-0.14601769911504425,-0.19911504424778761,-0.1592920353982301,-0.3672566371681416,-0.09734513274336283,-0.4823008849557522,-0.017699115044247787,-0.5309734513274337,-0.18141592920353983,-0.4690265486725664,-0.10176991150442478,-0.672566371681416,-0.05752212389380531,-0.6150442477876106,-0.04424778761061947,-0.5221238938053098,-0.030973451327433628,-0.46017699115044247,-0.008849557522123894,-0.7389380530973452,0.017699115044247787,-0.8938053097345132,0.035398230088495575,-1.0,0.10176991150442478,-0.4247787610619469,0.12389380530973451,-0.5752212389380531,0.11061946902654868,-0.5132743362831859,0.084070796460177,-0.4469026548672566,0.22123893805309736,-0.3672566371681416,0.1902654867256637,-0.47345132743362833,0.17699115044247787,-0.42035398230088494,0.16371681415929204,-0.36283185840707965
1,0.0,0.0,-0.13733905579399142,-0.19742489270386265,-0.15021459227467812,-0.3605150214592275,-0.0944206008583691,-0.4592274678111588,-0.02575107296137339,-0.5021459227467812,-0.15021459227467812,-0.47639484978540775,-0.1072961373390558,-0.6781115879828327,-0.06866952789699571,-0.6051502145922747,-0.04721030042918455,-0.51931330472103,-0.012875536480686695,-0.4721030042918455,0.004291845493562232,-0.7467811158798283,0.030042918454935622,-0.8927038626609443,0.05150214592274678,-1.0,0.11158798283261803,-0.4334763948497854,0.12875536480686695,-0.5708154506437768,0.1072961373390558,-0.5107296137339056,0.08583690987124463,-0.44635193133047213,0.21888412017167383,-0.36909871244635195,0.18454935622317598,-0.4678111587982833,0.1630901287553648,-0.41630901287553645,0.15021459227467812,-0.3648068669527897
1,0.0,0.0,-0.1336206896551724,-0.2025862068965517,-0.14224137931034483,-0.3577586206896552,-0.10344827586206896,-0.46551724137931033,-0.04310344827586207,-0.5387931034482759,-0.1336206896551724,-0.4827586206896552,-0.09913793103448276,-0.6853448275862069,-0.06896551724137931,-0.6379310344827587,-0.05603448275862069,-0.5603448275862069,-0.008620689655172414,-0.47413793103448276,0.004310344827586207,-0.7586206896551724,0.03017241379310345,-0.9008620689655172,0.04741379310344827,-1.0,0.10344827586206896,-0.4353448275862069,0.11637931034482758,-0.5862068965517241,0.09482758620689655,-0.5258620689655172,0.07327586206896551,-0.46120689655172414,0.2025862068965517,-0.375,0.17672413793103448,-0.4827586206896552,0.15086206896551724,-0.4353448275862069,0.13793103448275862,-0.3793103448275862
1,0.0,0.0,-0.14925373134328357,-0.15920398009950248,-0.16417910447761194,-0.34328358208955223,-0.07960199004975124,-0.46766169154228854,0.014925373134328358,-0.5124378109452736,-0.16417910447761194,-0.43283582089552236,-0.12935323383084577,-0.6517412935323383,-0.0945273631840796,-0.5920398009950248,-0.06467661691542288,-0.5024875621890548,-0.009950248756218905,-0.4228855721393035,0.014925373134328358,-0.7114427860696517,0.024875621890547265,-0.8706467661691543,0.03980099502487562,-1.0,0.11442786069651742,-0.38308457711442784,0.12935323383084577,-0.5422885572139303,0.09950248756218906,-0.46766169154228854,0.07960199004975124,-0.39303482587064675,0.22885572139303484,-0.32338308457711445,0.18407960199004975,-0.4228855721393035,0.15920398009950248,-0.3582089552238806,0.15422885572139303,-0.2935323383084577
1,0.0,0.0,-0.11304347826086956,-0.20869565217391303,-0.12608695652173912,-0.3565217391304348,-0.08695652173913043,-0.4652173913043478,-0.030434782608695653,-0.5434782608695652,-0.13043478260869565,-0.4826086956521739,-0.09130434782608696,-0.691304347826087,-0.05652173913043478,-0.6478260869565218,-0.043478260869565216,-0.5826086956521739,-0.013043478260869565,-0.47391304347826085,0.0,-0.7608695652173914,0.030434782608695653,-0.9043478260869565,0.04782608695652174,-1.0,0.1,-0.4391304347826087,0.11304347826086956,-0.591304347826087,0.1,-0.5347826086956522,0.0782608695652174,-0.46956521739130436,0.20869565217391303,-0.3782608695652174,0.1782608695652174,-0.5,0.15217391304347827,-0.44782608695652176,0.14347826086956522,-0.3869565217391304
1,0.0,0.0,-0.11688311688311688,-0.19913419913419914,-0.12121212121212122,-0.354978354978355,-0.06493506493506493,-0.46320346320346323,0.0,-0.5281385281385281,-0.12554112554112554,-0.47186147186147187,-0.08658008658008658,-0.6753246753246753,-0.06493506493506493,-0.6320346320346321,-0.05194805194805195,-0.5627705627705628,0.0,-0.46320346320346323,0.012987012987012988,-0.7532467532467533,0.03896103896103896,-0.8961038961038961,0.06060606060606061,-1.0,0.10822510822510822,-0.42857142857142855,0.12121212121212122,-0.5714285714285714,0.09956709956709957,-0.5108225108225108,0.08225108225108226,-0.45021645021645024,0.2077922077922078,-0.36796536796536794,0.17316017316017315,-0.4805194805194805,0.1471861471861472,-0.42424242424242425,0.13852813852813853,-0.36796536796536794
1,0.0,0.0,-0.1391304347826087,-0.20869565217391303,-0.15217391304347827,-0.3521739130434783,-0.11739130434782609,-0.4608695652173913,-0.06521739130434782,-0.5304347826086957,-0.14347826086956522,-0.4782608695652174,-0.11304347826086956,-0.6739130434782609,-0.09565217391304348,-0.6086956521739131,-0.0782608695652174,-0.5260869565217391,-0.017391304347826087,-0.4652173913043478,-0.004347826086956522,-0.7521739130434782,0.017391304347826087,-0.9,0.043478260869565216,-1.0,0.09565217391304348,-0.4260869565217391,0.09565217391304348,-0.5739130434782609,0.06521739130434782,-0.5130434782608696,0.04782608695652174,-0.44782608695652176,0.19130434782608696,-0.3652173913043478,0.1565217391304348,-0.47391304347826085,0.12608695652173912,-0.4217391304347826,0.11304347826086956,-0.3695652173913043
